row_id,split,daily_social_media_hours,sleep_hours,screen_time_before_sleep,physical_activity,social_interaction_level,academic_performance,usage_intensity_cluster_id,usage_intensity_cluster_name,lifestyle_health_cluster_id,lifestyle_health_cluster_name,social_behavior_cluster_id,social_behavior_cluster_name,stress_pattern_cluster_id,stress_pattern_cluster_name,combined_persona
159,train,7.5,8.0,2.0,0.7,medium,3.25,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
686,train,2.6,4.2,0.7,1.6,low,3.02,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
3048,train,7.4,5.1,2.2,0.8,medium,2.2,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1054,train,7.9,7.1,0.7,0.3,medium,2.8,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2877,train,5.6,5.9,1.6,1.2,low,2.76,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
703,train,7.2,5.0,1.4,1.1,low,3.65,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2217,train,6.3,6.4,1.2,0.5,medium,2.7,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2694,train,3.7,6.7,1.1,0.2,low,2.59,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2539,train,2.4,7.4,2.0,0.2,low,3.4,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3237,train,6.4,5.3,2.9,1.9,high,2.37,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
630,train,2.0,6.6,0.9,1.5,high,3.34,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
829,train,4.6,5.1,2.5,1.0,medium,2.13,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
1011,train,6.6,8.1,2.0,1.6,low,3.59,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
2500,train,4.3,5.6,2.8,1.6,high,2.83,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
2483,train,7.8,5.8,0.6,1.9,high,2.26,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3144,train,4.1,6.2,2.4,1.6,high,3.41,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1498,train,2.8,7.1,1.2,1.9,medium,3.27,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3653,train,2.5,6.3,2.8,1.5,medium,3.49,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2488,train,2.3,6.3,2.6,1.6,high,3.49,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1910,train,3.2,6.2,1.7,1.8,low,3.18,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
196,train,2.3,4.1,0.8,1.7,medium,3.18,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1673,train,7.6,5.3,1.7,0.5,medium,2.24,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
447,train,3.3,6.5,0.8,0.8,low,2.54,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
0,train,7.9,7.4,2.9,1.5,low,3.01,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
2638,train,4.5,6.5,1.0,1.6,medium,3.22,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3258,train,5.0,5.2,2.9,0.1,low,2.19,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2521,train,4.5,6.1,2.3,2.0,low,2.74,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
3370,train,6.4,5.7,0.5,0.4,medium,2.13,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2553,train,4.3,6.6,1.3,1.7,medium,2.78,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2871,train,1.5,6.4,2.0,0.6,medium,3.32,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1387,train,7.2,5.5,2.8,0.4,medium,2.94,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
825,train,1.5,8.0,0.5,0.4,medium,3.01,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
531,train,2.2,7.2,0.5,1.2,medium,2.38,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3059,train,5.6,5.3,1.3,1.8,high,2.84,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
584,train,1.1,4.9,2.6,1.3,high,2.43,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
3248,train,6.8,6.1,0.5,0.9,high,2.63,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2573,train,6.4,5.3,2.3,1.0,high,2.76,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1779,train,5.2,6.4,0.6,0.1,low,2.46,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3499,train,6.6,6.2,1.3,1.4,low,2.09,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2969,train,2.6,7.1,2.7,1.8,high,3.71,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
716,train,2.7,7.8,1.8,1.4,low,3.9,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3207,train,5.3,5.3,1.3,1.0,low,2.59,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2212,train,4.1,6.4,1.0,1.5,high,3.23,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
424,train,1.1,6.4,3.0,0.1,medium,2.51,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
398,train,1.2,8.0,2.8,1.1,high,2.18,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3515,train,5.5,5.6,1.5,0.9,low,2.15,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1172,train,5.2,7.3,1.7,0.9,low,3.33,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3101,train,6.0,6.8,1.0,1.0,high,2.99,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
3572,train,3.2,6.3,2.3,1.3,medium,3.09,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1419,train,3.4,6.7,2.4,1.6,low,3.03,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2605,train,1.6,6.0,2.9,0.1,medium,3.19,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3507,train,6.5,5.1,1.4,0.7,high,2.4,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
608,train,7.2,5.0,2.2,0.7,high,2.5,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1315,train,7.8,4.0,2.2,1.6,medium,2.04,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
756,train,7.6,5.8,1.9,1.7,high,3.49,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
437,train,1.3,8.3,1.0,1.2,medium,3.95,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1483,train,1.8,7.6,1.6,2.0,high,3.74,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2548,train,3.1,6.6,2.3,2.0,medium,3.14,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2034,train,7.1,4.1,1.9,1.9,medium,2.23,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
109,train,7.7,8.5,1.2,0.0,medium,3.56,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
538,train,3.1,8.8,1.5,0.6,medium,3.91,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2741,train,1.5,7.6,0.8,0.9,medium,3.61,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2478,train,3.0,6.6,1.2,0.9,high,3.5,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2011,train,6.1,5.9,0.6,1.8,high,2.6,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1068,train,7.2,5.7,2.7,0.4,low,2.76,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1082,train,5.0,6.2,1.0,1.5,low,2.0,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
418,train,7.9,4.1,0.7,1.2,medium,2.33,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1562,train,1.4,7.4,1.3,1.7,medium,3.8,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1290,train,3.7,5.9,2.5,0.2,high,2.87,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
3124,train,2.7,6.9,2.4,1.9,medium,3.67,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2087,train,2.7,6.2,2.5,1.1,low,3.49,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2767,train,5.3,4.9,2.5,0.9,medium,2.2,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
288,train,7.2,8.8,2.5,1.9,low,3.97,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2320,train,5.1,6.1,0.7,0.7,medium,2.92,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2905,train,4.1,6.5,0.8,0.6,high,2.99,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
3094,train,1.4,8.4,1.2,1.6,medium,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
